"ID","YEAR","EXP","WKS","OCC","IND","SOUTH","SMSA","MS","FEM","UNION","ED","BLK","LWAGE"
"A146",1980,40,48,0,1,0,0,1,0,0,15,0,7.24423
"A146",1981,41,48,0,1,0,0,1,0,0,15,0,7.31322
"A146",1982,42,48,0,1,0,0,1,0,0,15,0,7.40853
"A147",1976,12,47,0,1,0,0,1,0,0,12,0,6.47697
"A147",1977,13,48,0,1,0,0,1,0,0,12,0,6.61338
"A147",1978,14,48,0,1,0,0,1,0,0,12,0,6.72143
"A147",1979,15,48,0,0,0,0,1,0,0,12,0,7.00307
"A147",1980,16,47,0,1,0,0,1,0,0,12,0,7.00307
"A147",1981,17,49,0,1,0,0,1,0,0,12,0,7.19818
"A147",1982,18,47,0,1,0,0,1,0,0,12,0,7.21008
"A148",1976,4,45,1,0,0,1,1,0,0,14,0,5.75257
"A148",1977,5,50,0,0,0,1,1,0,0,14,0,5.75257
"A148",1978,6,50,0,0,0,1,1,0,0,14,0,6.23441
"A148",1979,7,47,0,0,0,1,1,0,0,14,0,6.47697
"A148",1980,8,51,0,0,0,1,1,0,0,14,0,6.62007
"A148",1981,9,50,0,0,0,1,1,0,0,14,0,6.95655
"A148",1982,10,49,0,0,0,1,1,0,0,14,0,6.86693
"A149",1976,6,36,0,0,0,1,1,0,1,16,0,6.53669
"A149",1977,7,36,0,0,0,1,1,0,1,16,0,6.84162
"A149",1978,8,36,0,0,0,1,1,0,1,16,0,6.68461
"A149",1979,9,36,0,0,0,1,0,0,1,16,0,6.84055
"A149",1980,10,39,0,0,0,1,0,0,1,16,0,6.90776
"A149",1981,11,36,0,0,0,1,0,0,1,16,0,6.85646
"A149",1982,12,37,0,0,0,1,0,0,1,16,0,6.90776
"A150",1976,16,48,1,0,0,1,1,0,1,12,0,6.27099
"A150",1977,17,37,1,1,0,1,1,0,1,12,0,6.53959
"A150",1978,18,32,1,1,0,1,1,0,1,12,0,6.56667
"A150",1979,19,47,1,1,0,1,1,0,1,12,0,6.59578
"A150",1980,20,40,1,1,0,1,1,0,1,12,0,6.83841
"A150",1981,21,42,1,1,0,1,1,0,1,12,0,6.94022
"A150",1982,22,5,1,1,0,1,1,0,1,12,0,6.80351
"A151",1976,20,50,1,0,1,0,1,0,0,16,0,6.30992
"A151",1977,21,50,1,0,1,0,1,0,0,16,0,6.43294
"A151",1978,22,46,1,0,1,0,1,0,0,16,0,6.48158
"A151",1979,23,49,1,0,1,0,1,0,0,16,0,6.60665
"A151",1980,24,50,1,0,1,0,1,0,0,16,0,6.63332
"A151",1981,25,48,0,0,1,0,1,0,0,16,0,6.74524
"A151",1982,26,46,1,0,1,0,1,0,0,16,0,6.82763
"A152",1976,4,50,1,0,1,0,1,0,0,8,1,5.4161
"A152",1977,5,44,1,0,1,0,1,0,0,8,1,5.45959
"A152",1978,6,48,1,0,1,0,1,0,0,8,1,5.45959
"A152",1979,7,43,1,0,1,0,0,0,0,8,1,5.57973
"A152",1980,8,6,1,0,1,0,0,0,0,8,1,5.70378
"A152",1981,9,6,1,0,1,0,0,0,0,8,1,5.70378
"A152",1982,10,35,1,0,1,0,0,0,0,8,1,5.70378
"A153",1976,13,49,1,0,0,1,1,0,0,12,0,6.22456
"A153",1977,14,37,1,0,0,1,1,0,0,12,0,6.30992
"A153",1978,15,49,1,0,0,1,1,0,0,12,0,6.30992
"A153",1979,16,48,1,0,0,1,1,0,0,12,0,6.38519
"A153",1980,17,22,1,0,0,1,1,0,0,12,0,6.43455
"A153",1981,18,50,1,0,0,1,1,0,0,12,0,6.55108
"A153",1982,19,48,1,0,0,1,0,0,0,12,0,6.68461
"A154",1976,12,50,0,0,1,1,0,0,0,17,0,6.74524
"A154",1977,13,44,0,0,1,1,0,0,0,17,0,6.72743
"A154",1978,14,50,0,0,1,1,0,0,0,17,0,6.88244
"A154",1979,15,45,0,0,1,1,1,0,0,17,0,6.92756
"A154",1980,16,44,0,0,1,1,0,0,0,17,0,6.89972
"A154",1981,17,51,0,0,1,1,0,0,0,17,0,7.02731
"A154",1982,18,49,0,0,1,1,0,0,0,17,0,7.1309
"A155",1976,3,49,0,0,0,1,1,0,0,16,0,6.52209
"A155",1977,4,46,0,0,0,1,1,0,0,16,0,6.68461
"A155",1978,5,48,0,0,0,1,1,0,0,16,0,6.80239
"A155",1979,6,48,0,0,0,1,1,0,0,16,0,7.00307
"A155",1980,7,48,0,0,0,1,1,0,0,16,0,7.00307
"A155",1981,8,48,0,0,0,1,1,0,0,16,0,7.27932
"A155",1982,9,48,0,1,0,1,1,0,0,16,0,7.37776
"A156",1976,33,47,0,0,0,0,1,0,0,13,0,6.65286
"A156",1977,34,47,0,0,0,0,1,0,0,13,0,6.77422
"A156",1978,35,47,0,0,0,0,1,0,0,13,0,6.80239
"A156",1979,36,47,0,0,0,0,1,0,0,13,0,6.85646
"A156",1980,37,48,0,0,0,0,1,0,0,13,0,7.00307
"A156",1981,38,48,1,0,0,0,1,0,0,13,0,7.09008
"A156",1982,39,48,1,0,0,0,1,0,0,13,0,7.06902
"A157",1976,8,48,1,1,0,0,1,0,1,12,0,6.54535
"A157",1977,9,51,0,1,0,0,1,0,1,12,0,6.45362
"A157",1978,10,49,0,1,0,0,1,0,1,12,0,6.57786
"A157",1979,11,49,0,1,0,0,1,0,1,12,0,6.67456
"A157",1980,12,50,1,1,0,0,1,0,1,12,0,6.77308
"A157",1981,13,50,0,1,0,0,1,0,1,12,0,6.86901
"A157",1982,14,50,1,1,0,0,1,0,1,12,0,6.90776
"A158",1976,29,46,1,1,0,1,1,0,0,12,0,6.63857
"A158",1977,30,47,1,1,0,1,1,0,0,12,0,6.68461
"A158",1978,31,47,1,1,0,1,1,0,0,12,0,6.7334
"A158",1979,32,47,1,1,0,1,1,0,0,12,0,6.88244
"A158",1980,33,47,1,1,0,1,1,0,0,12,0,6.9256
"A158",1981,34,47,1,1,0,1,1,0,0,12,0,7.04141
"A158",1982,35,47,1,1,0,1,1,0,0,12,0,7.08841
"A159",1976,30,49,0,1,0,0,1,0,0,12,0,6.55108
"A159",1977,31,49,0,1,0,0,1,0,0,12,0,6.58617
"A159",1978,32,49,0,0,0,0,1,0,0,12,0,6.65286
"A159",1979,33,52,0,1,0,0,1,0,0,12,0,6.43775
"A159",1980,34,48,0,1,0,0,1,0,0,12,0,6.62007
"A159",1981,35,50,0,1,0,0,1,0,0,12,0,6.80239
"A159",1982,36,49,1,1,0,0,1,0,1,12,0,6.68461
"A160",1976,25,38,0,0,0,1,1,0,1,17,0,6.62007
"A160",1977,26,40,0,0,0,1,1,0,1,17,0,6.80239
"A160",1978,27,39,0,0,0,1,1,0,1,17,0,6.85646
"A160",1979,28,38,0,0,0,1,1,0,1,17,0,6.90776
"A160",1980,29,39,0,0,0,1,1,0,1,17,0,6.95655
"A160",1981,30,39,0,0,0,1,1,0,1,17,0,7.09008
"A160",1982,31,35,0,0,0,1,1,0,1,17,0,7.1507
"A161",1976,9,50,1,0,0,0,1,0,0,12,0,6.10925
"A161",1977,10,52,1,0,0,0,1,0,0,12,0,6.21461
"A161",1978,11,52,1,0,0,0,1,0,0,12,0,6.21461
"A161",1979,12,52,1,0,0,0,1,0,0,12,0,6.5582
"A161",1980,13,52,1,0,0,0,1,0,0,12,0,6.66568
"A161",1981,14,46,1,0,0,0,1,0,0,12,0,6.86171
"A161",1982,15,52,1,0,0,0,1,0,0,12,0,6.97073
"A162",1976,8,50,1,0,0,1,1,0,0,12,0,5.743
"A162",1977,9,38,1,0,0,1,1,0,0,12,0,6.05209
"A162",1978,10,49,0,0,0,1,1,0,0,12,0,6.07993
"A162",1979,11,49,1,0,0,1,1,0,0,12,0,6.30992
"A162",1980,12,51,1,0,0,1,1,0,0,12,0,6.39693
"A162",1981,13,51,1,0,0,1,1,0,0,12,0,6.47697
"A162",1982,14,49,1,0,0,1,0,0,0,12,0,6.51471
"A163",1976,10,50,1,1,1,1,1,0,1,12,0,6.04025
"A163",1977,11,52,1,1,1,1,1,0,1,12,0,6.18415
"A163",1978,12,51,1,1,1,1,1,0,1,12,0,6.21461
"A163",1979,13,49,1,1,1,1,1,0,1,12,0,6.30992
"A163",1980,14,49,1,1,1,1,1,0,1,12,0,6.4552
"A163",1981,15,50,1,1,1,1,1,0,1,12,0,6.52209
"A163",1982,16,49,1,1,1,1,1,0,1,12,0,6.64249
"A164",1976,10,49,1,1,1,1,0,1,0,11,1,6.07304
"A164",1977,11,46,1,1,1,1,0,1,0,11,1,6.19441
"A164",1978,12,50,1,1,1,1,0,1,0,11,1,6.31897
"A164",1979,13,50,1,1,1,1,0,1,0,11,1,6.39526
"A164",1980,14,46,1,1,1,1,0,1,0,11,1,6.47697
"A164",1981,15,45,1,1,1,1,0,1,0,11,1,6.59715
"A164",1982,16,41,1,1,1,1,0,1,0,11,1,6.69208
"A165",1976,37,50,1,1,0,0,1,0,1,12,0,6.17794
"A165",1977,38,50,1,1,0,0,1,0,1,12,0,6.31716
"A165",1978,39,50,1,1,0,0,1,0,1,12,0,6.41182
"A165",1979,40,50,1,1,0,0,1,0,1,12,0,6.39693
"A165",1980,41,40,1,1,0,0,1,0,1,12,0,6.51471
"A165",1981,42,48,1,1,0,0,1,0,1,12,0,6.61338
"A165",1982,43,45,1,1,0,0,1,0,1,12,0,6.67834
"A166",1976,10,50,0,0,0,1,1,0,0,15,0,6.71538
"A166",1977,11,48,0,0,0,1,1,0,0,15,0,6.78559
"A166",1978,12,48,0,0,0,1,1,0,0,15,0,6.88449
"A166",1979,13,47,0,0,0,1,1,0,0,15,0,7.00307
"A166",1980,14,43,0,0,0,1,1,0,0,15,0,7.09008
"A166",1981,15,49,0,0,0,1,1,0,0,15,0,7.17012
"A166",1982,16,48,0,0,0,1,1,0,0,15,0,7.29302
"A167",1976,10,20,1,0,0,0,0,1,0,10,0,5.01064
"A167",1977,11,30,1,0,0,0,0,1,0,10,0,5.01064
"A167",1978,12,36,1,0,0,0,0,1,0,10,0,5.52146
"A167",1979,13,52,1,0,0,0,0,1,0,10,0,5.66988
"A167",1980,14,52,1,0,0,0,0,1,0,10,0,5.73657
"A167",1981,15,29,1,0,0,0,0,1,0,10,0,5.81413
"A167",1982,16,40,1,0,0,0,0,1,0,10,0,5.81413
"A168",1976,3,40,0,0,0,1,1,0,0,17,0,6.23245
"A168",1977,4,42,0,0,0,1,1,0,0,17,0,6.57925
"A168",1978,5,44,0,0,0,1,1,0,1,17,0,6.65286
"A168",1979,6,48,0,0,0,1,1,0,1,17,0,6.74524
"A168",1980,7,48,0,0,0,1,1,0,0,17,0,7.49554
"A168",1981,8,48,0,0,0,1,1,0,0,17,0,8.16052
"A168",1982,9,50,0,0,0,1,1,0,0,17,0,8.3082
"A169",1976,25,50,0,0,1,0,1,0,0,17,0,6.90575
"A169",1977,26,50,0,0,1,0,1,0,0,17,0,6.90575
"A169",1978,27,51,0,0,1,0,1,0,0,17,0,7.40853
"A169",1979,28,51,0,0,1,0,1,0,0,17,0,7.46737
"A169",1980,29,51,0,0,1,0,1,0,0,17,0,7.52294
"A169",1981,30,49,0,0,1,0,1,0,0,17,0,7.46737
"A169",1982,31,50,0,0,1,0,1,0,0,17,0,7.57558
"A170",1976,24,39,1,0,1,0,1,0,0,9,0,5.67332
"A170",1977,25,47,1,0,1,0,1,0,0,9,0,5.7462
"A170",1978,26,49,1,0,1,0,1,0,0,9,0,5.82895
"A170",1979,27,50,1,0,1,0,1,0,0,9,0,6.07993
"A170",1980,28,52,1,0,1,0,1,0,0,9,0,5.99146
"A170",1981,29,49,1,0,1,0,1,0,0,9,0,5.99146
"A170",1982,30,49,1,0,1,0,1,0,0,9,0,6.13773
"A171",1976,12,51,1,0,0,1,0,0,0,12,1,5.99146
"A171",1977,13,51,1,0,0,1,0,0,0,12,1,5.92693
"A171",1978,14,50,1,0,0,1,0,0,0,12,1,6.07993
"A171",1979,15,49,0,0,0,1,0,0,0,12,1,6.07993
"A171",1980,16,45,0,0,0,1,0,0,0,12,1,6.2634
"A171",1981,17,52,0,0,0,1,0,0,0,12,1,6.43775
"A171",1982,18,28,0,0,0,1,0,0,0,12,1,6.55108
"A172",1976,10,48,0,1,0,1,1,0,0,16,0,6.90575
"A172",1977,11,47,0,1,0,1,1,0,0,16,0,6.90575
"A172",1978,12,47,0,1,0,1,1,0,0,16,0,7.22766
"A172",1979,13,46,0,1,0,1,1,0,0,16,0,7.29302
"A172",1980,14,48,0,1,0,1,1,0,0,16,0,7.33368
"A172",1981,15,49,0,0,0,1,1,0,0,16,0,7.57353
"A172",1982,16,50,0,0,0,1,1,0,0,16,0,7.27101
"A173",1976,28,48,0,1,0,1,1,0,0,16,0,6.90575
"A173",1977,29,46,0,1,0,1,1,0,0,16,0,6.90575
"A173",1978,30,46,0,1,0,1,1,0,0,16,0,7.34601
"A173",1979,31,49,0,1,0,1,1,0,0,16,0,7.31322
"A173",1980,32,44,0,1,0,1,1,0,0,16,0,7.55486
"A173",1981,33,48,0,1,0,1,1,0,0,16,0,7.71869
"A173",1982,34,43,0,1,0,1,1,0,0,16,0,7.69621
"A174",1976,5,28,1,1,0,1,0,0,1,12,0,6.08222
"A174",1977,6,40,0,1,0,1,0,0,1,12,0,6.51323
"A174",1978,7,29,1,1,0,1,0,0,1,12,0,6.62141
"A174",1979,8,46,1,1,0,1,0,0,1,12,0,6.6995
"A174",1980,9,48,1,1,0,1,0,0,1,12,0,6.79571
"A174",1981,10,49,1,1,0,1,0,0,1,12,0,6.89669
"A174",1982,11,48,1,1,0,1,0,0,1,12,0,6.99668
"A175",1976,3,49,0,0,0,1,0,1,0,12,0,5.96615
"A175",1977,4,50,0,0,0,1,0,1,0,12,0,6.11147
"A175",1978,5,48,0,0,0,1,0,1,0,12,0,6.17379
"A175",1979,6,49,0,0,0,1,0,1,0,12,0,6.22059
"A175",1980,7,48,0,0,0,1,0,1,0,12,0,6.28972
"A175",1981,8,50,0,0,0,1,0,1,0,12,0,6.36475
"A175",1982,9,49,0,0,0,1,0,1,0,12,0,6.72743
"A176",1976,4,50,1,0,0,0,1,0,0,14,0,6.43615
"A176",1977,5,50,0,0,0,0,1,0,0,14,0,6.65929
"A176",1978,6,50,0,0,0,0,1,0,0,14,0,6.74524
"A176",1979,7,50,0,0,0,0,1,0,0,14,0,6.85646
"A176",1980,8,50,0,0,0,0,1,0,0,14,0,6.90776
"A176",1981,9,49,0,0,0,0,1,0,0,14,0,7.1333
"A176",1982,10,47,0,0,0,0,1,0,0,14,0,7.21891
"A177",1976,19,49,0,0,0,1,0,1,0,15,0,6.77422
"A177",1977,20,51,0,0,0,1,0,1,0,15,0,6.82546
"A177",1978,21,48,0,0,0,1,0,1,0,15,0,6.07993
"A177",1979,22,49,0,0,0,1,0,1,0,15,0,6.90776
"A177",1980,23,47,0,0,0,1,0,1,0,15,0,6.21461
"A177",1981,24,52,0,0,0,1,0,1,0,15,0,6.70073
"A177",1982,25,50,0,0,0,1,0,1,0,15,0,6.59304
"A178",1976,3,49,1,1,0,0,1,0,0,9,0,6.10032
"A178",1977,4,48,1,1,0,0,1,0,0,9,0,6.15698
"A178",1978,5,49,1,1,0,0,1,0,0,9,0,6.24222
"A178",1979,6,50,1,1,0,0,1,0,0,9,0,6.38351
"A178",1980,7,51,1,1,0,0,1,0,0,9,0,6.42487
"A178",1981,8,47,1,1,0,0,1,0,0,9,0,6.57228
"A178",1982,9,49,1,1,0,0,1,0,0,9,0,6.75693
"A179",1976,20,47,1,0,0,0,1,0,0,16,0,5.7462
"A179",1977,21,47,1,0,0,0,1,0,0,16,0,5.92693
"A179",1978,22,49,1,0,0,0,1,0,0,16,0,6.01616
"A179",1979,23,50,1,0,0,0,1,0,0,16,0,5.94803
"A179",1980,24,46,1,0,0,0,1,0,0,16,0,6.05209
"A179",1981,25,48,1,0,0,0,1,0,0,16,0,6.32436
"A179",1982,26,49,1,0,0,0,1,0,0,16,0,6.3699
"A180",1976,11,48,0,0,0,1,1,0,0,12,0,6.28972
"A180",1977,12,48,0,0,0,1,1,0,0,12,0,6.39693
"A180",1978,13,50,0,0,0,0,1,0,0,12,0,6.54535
"A180",1979,14,50,0,0,0,1,1,0,0,12,0,6.73102
"A180",1980,15,51,0,0,0,1,1,0,0,12,0,7.49332
"A180",1981,16,50,0,0,0,1,1,0,0,12,0,6.73102
"A180",1982,17,50,0,0,0,1,1,0,0,12,0,6.98286
"A181",1976,14,46,1,1,1,0,1,0,1,12,0,6.55108
"A181",1977,15,26,0,1,1,0,1,0,0,12,0,6.86693
"A181",1978,16,50,0,1,1,0,1,0,0,12,0,6.9256
"A181",1979,17,49,0,1,1,0,1,0,0,12,0,7.06476
"A181",1980,18,49,1,1,1,0,1,0,0,12,0,7.1309
"A181",1981,19,49,1,1,1,0,1,0,0,12,0,7.43838
"A181",1982,20,32,1,1,1,0,1,0,1,12,0,7.14441
"A182",1976,8,51,1,0,1,0,1,1,0,14,0,5.85793
"A182",1977,9,51,1,0,1,0,1,1,0,14,0,5.8861
"A182",1978,10,51,1,0,1,0,1,1,0,14,0,5.99146
"A182",1979,11,50,1,0,1,0,1,1,0,14,0,6.02828
"A182",1980,12,50,1,0,1,0,1,1,0,14,0,6.10925
"A182",1981,13,50,1,0,1,0,0,1,0,14,0,6.16331
"A182",1982,14,51,1,0,1,0,0,1,0,14,0,6.21461
"A183",1976,10,36,1,0,1,0,0,1,0,8,0,5.42053
"A183",1977,11,36,1,0,1,0,0,1,0,8,0,5.51745
"A183",1978,12,39,1,0,1,0,0,1,0,8,0,5.19296
"A183",1979,13,36,1,0,1,0,0,1,0,8,0,5.34711
"A183",1980,14,35,1,0,1,0,0,1,0,8,0,5.64191
"A183",1981,15,38,1,0,1,0,0,1,0,8,0,5.65948
"A183",1982,16,41,1,0,1,0,0,1,0,8,0,5.75257
"A184",1976,25,47,1,1,0,1,1,0,0,12,0,6.55393
"A184",1977,26,47,1,1,0,1,1,0,0,12,0,6.71538
"A184",1978,27,47,1,1,0,1,1,0,0,12,0,6.62407
"A184",1979,28,47,1,1,0,1,1,0,0,12,0,6.83087
"A184",1980,29,47,1,1,0,1,1,0,0,12,0,6.95655
"A184",1981,30,47,1,1,0,1,1,0,1,12,0,6.7901
"A184",1982,31,47,1,1,0,1,1,0,1,12,0,7.09008
"A185",1976,23,48,1,0,0,0,1,0,1,12,0,6.55108
"A185",1977,24,49,1,0,0,0,1,0,1,12,0,6.62007
"A185",1978,25,48,1,0,0,0,1,0,1,12,0,6.70564
"A185",1979,26,48,1,0,0,0,1,0,1,12,0,6.78559
"A185",1980,27,46,1,0,0,0,1,0,1,12,0,6.88857
"A185",1981,28,46,1,0,0,0,1,0,1,12,0,7.0076
"A185",1982,29,47,1,0,0,0,1,0,1,12,0,7.11233
"A186",1976,35,45,1,0,0,1,1,0,0,12,0,6.80239
"A186",1977,36,45,1,0,0,1,1,0,0,12,0,6.85646
"A186",1978,37,45,1,0,0,1,1,0,0,12,0,6.98008
"A186",1979,38,46,1,0,0,1,1,0,0,12,0,7.09589
"A186",1980,39,44,1,0,0,1,1,0,0,12,0,7.48829
"A186",1981,40,44,1,0,0,1,1,0,0,12,0,7.45124
"A186",1982,41,30,1,1,0,1,1,0,1,12,0,7.47873
"A187",1976,22,47,1,0,0,1,0,0,1,12,0,6.90575
"A187",1977,23,49,1,0,0,1,1,0,1,12,0,6.90575
"A187",1978,24,45,1,0,0,1,1,0,1,12,0,7.11639
"A187",1979,25,26,1,0,0,1,1,0,1,12,0,7.07412
"A187",1980,26,22,1,0,0,1,1,0,1,12,0,7.0579
"A187",1981,27,48,1,0,0,1,1,0,1,12,0,7.02643
"A187",1982,28,42,1,0,0,1,1,0,1,12,0,7.26263
"A188",1976,10,49,0,0,0,1,1,0,0,12,0,6.62007
"A188",1977,11,48,0,0,0,1,1,0,0,12,0,6.62007
"A188",1978,12,48,0,0,0,1,1,0,0,12,0,6.83303
"A188",1979,13,48,0,0,0,1,1,0,0,12,0,6.9256
"A188",1980,14,47,0,0,0,1,1,0,0,12,0,7.02376
"A188",1981,15,46,0,0,0,1,1,0,0,12,0,7.06305
"A188",1982,16,48,0,0,0,1,1,0,0,12,0,7.18311
"A189",1976,23,48,0,0,0,1,1,0,0,17,0,6.90575
"A189",1977,24,48,0,0,0,0,1,0,0,17,0,6.90575
"A189",1978,25,49,0,0,0,0,1,0,0,17,0,7.04752
"A189",1979,26,48,0,0,0,0,1,0,0,17,0,7.09008
"A189",1980,27,48,0,0,0,0,1,0,0,17,0,7.1309
"A189",1981,28,48,0,0,0,0,1,0,0,17,0,6.99942
"A189",1982,29,49,0,0,0,0,1,0,0,17,0,7.01481
"A190",1976,6,51,1,1,1,0,1,0,0,9,0,6.09582
"A190",1977,7,51,1,1,1,0,1,0,0,9,0,6.29157
"A190",1978,8,50,1,1,1,0,1,0,0,9,0,6.40523
"A190",1979,9,50,1,1,1,0,1,0,0,9,0,6.62007
"A190",1980,10,49,1,1,1,0,1,0,0,9,0,6.71901
"A190",1981,11,50,1,1,1,0,1,0,0,9,0,6.82546
"A190",1982,12,50,1,1,1,0,1,0,0,9,0,6.95464
"A191",1976,25,50,1,1,1,0,1,0,1,6,0,6.10032
"A191",1977,26,51,1,1,1,0,1,0,1,6,0,6.29157
"A191",1978,27,51,1,1,1,0,1,0,1,6,0,6.29157
"A191",1979,28,51,1,1,1,0,1,0,1,6,0,6.37161
"A191",1980,29,44,1,1,1,0,1,0,1,6,0,6.47389
"A191",1981,30,41,1,1,1,0,1,0,1,6,0,6.54679
"A191",1982,31,42,1,1,1,0,1,0,1,6,0,6.5903
"A192",1976,6,48,0,1,0,1,1,0,1,12,0,6.286
"A192",1977,7,49,0,1,0,1,1,0,1,12,0,6.4599
"A192",1978,8,42,0,1,0,1,1,0,1,12,0,6.54965
"A192",1979,9,15,0,1,0,1,1,0,1,12,0,6.64639
"A192",1980,10,44,0,1,0,1,1,0,1,12,0,6.76849
"A192",1981,11,47,1,1,0,1,1,0,1,12,0,6.84162
"A192",1982,12,44,0,1,0,1,1,0,1,12,0,6.94794
"A193",1976,32,48,0,0,0,1,1,0,0,16,0,6.90575
"A193",1977,33,49,0,0,0,1,1,0,0,16,0,6.90575
"A193",1978,34,50,0,0,0,1,1,0,0,16,0,7.36518
"A193",1979,35,48,0,0,0,1,1,0,0,16,0,7.42476
"A193",1980,36,49,0,0,0,1,1,0,0,16,0,7.46737
"A193",1981,37,52,0,0,0,1,1,0,0,16,0,7.28139
"A193",1982,38,50,0,0,0,1,1,0,0,16,0,7.49332
"A194",1976,11,47,1,0,0,0,1,0,1,12,0,6.54965
"A194",1977,12,45,1,0,0,0,1,0,1,12,0,6.83518
"A194",1978,13,48,1,0,0,0,1,0,1,12,0,6.79794
"A194",1979,14,48,1,0,0,0,1,0,1,12,0,6.80128
"A194",1980,15,48,1,0,0,0,1,0,1,12,0,6.91075
"A194",1981,16,51,1,1,0,0,1,0,1,12,0,6.69084
"A194",1982,17,49,1,1,0,0,1,0,1,12,0,6.47697
"A195",1976,11,52,0,1,1,1,1,0,0,16,0,6.44572
"A195",1977,12,50,0,1,1,1,1,0,0,16,0,6.62007
"A195",1978,13,50,0,1,1,1,1,0,0,16,0,6.69703
"A195",1979,14,50,0,1,1,1,1,0,0,16,0,6.82979
"A195",1980,15,50,0,1,1,1,1,0,0,16,0,6.90776
"A195",1981,16,51,0,1,1,1,1,0,0,16,0,6.72263
"A195",1982,17,52,0,1,1,1,1,0,0,16,0,6.72022
"A196",1976,7,46,1,0,1,0,1,0,0,9,0,6.05209
"A196",1977,8,50,1,0,1,0,1,0,0,9,0,6.21461
"A196",1978,9,49,1,0,1,0,1,0,0,9,0,6.43775
"A196",1979,10,48,1,0,1,0,1,0,0,9,0,6.58617
"A196",1980,11,50,1,0,1,0,1,0,0,9,0,6.68461
"A196",1981,12,50,1,0,1,0,1,0,0,9,0,6.74524
"A196",1982,13,40,1,0,1,0,1,0,0,9,0,6.90776
"A197",1976,20,50,1,1,1,0,0,1,0,7,0,5.53339
"A197",1977,21,50,1,1,1,0,0,1,0,7,0,5.82008
"A197",1978,22,50,1,1,1,0,0,1,0,7,0,5.8999
"A197",1979,23,50,1,1,1,0,0,1,0,7,0,5.97635
"A197",1980,24,49,1,1,1,0,0,1,0,7,0,6.05209
"A197",1981,25,48,1,1,1,0,0,1,0,7,0,6.12905
"A197",1982,26,39,1,1,1,0,0,1,0,7,0,6.21261
"A198",1976,29,47,0,1,0,0,1,0,0,12,0,6.68461
"A198",1977,30,48,0,1,0,0,1,0,0,12,0,6.68461
"A198",1978,31,47,0,1,0,0,1,0,0,12,0,6.77422
"A198",1979,32,45,0,1,0,0,1,0,0,12,0,6.84588
"A198",1980,33,45,0,1,0,0,1,0,0,12,0,7.02554
"A198",1981,34,45,0,1,0,0,1,0,0,12,0,7.08841
"A198",1982,35,45,0,1,0,0,1,0,0,12,0,7.1309
"A199",1976,8,50,0,0,0,1,0,0,0,13,0,6.39693
"A199",1977,9,50,0,0,0,1,0,0,0,13,0,6.51915
"A199",1978,10,48,0,0,0,1,0,0,0,13,0,6.60394
"A199",1979,11,50,0,0,0,1,0,0,0,13,0,6.73815
"A199",1980,12,49,0,0,0,1,0,0,0,13,0,6.84268
"A199",1981,13,48,0,0,0,1,0,0,0,13,0,6.90776
"A199",1982,14,50,0,0,0,1,0,0,0,13,0,7.09008
"A200",1976,3,43,0,0,0,0,1,0,0,17,0,6.17379
"A200",1977,4,38,0,0,0,0,1,0,0,17,0,6.33683
"A200",1978,5,36,0,0,0,0,1,0,0,17,0,6.35437
"A200",1979,6,36,0,0,0,0,1,0,0,17,0,6.39526
"A200",1980,7,36,0,0,0,0,1,0,1,17,0,6.55108
"A200",1981,8,37,0,0,0,0,1,0,1,17,0,6.68461
"A200",1982,9,38,0,0,0,0,1,0,0,17,0,6.73102
"A201",1976,20,48,1,1,0,0,1,0,1,11,0,6.16331
"A201",1977,21,47,1,1,0,0,1,0,1,11,0,6.24222
"A201",1978,22,48,1,1,0,0,1,0,1,11,0,6.36647
"A201",1979,23,47,1,1,0,0,1,0,1,11,0,6.44254
"A201",1980,24,47,1,1,0,0,1,0,1,11,0,6.51026
"A201",1981,25,45,1,1,0,0,1,0,1,11,0,6.62407
"A201",1982,26,47,1,1,0,0,1,0,1,11,0,6.71538
"A202",1976,7,50,0,0,1,1,0,1,0,12,0,5.90808
"A202",1977,8,50,0,0,1,1,0,1,0,12,0,5.92693
"A202",1978,9,51,0,0,1,1,0,1,0,12,0,6.10702
"A202",1979,10,51,0,0,1,1,0,1,0,12,0,6.26149
"A202",1980,11,48,0,0,1,1,0,1,0,12,0,6.26149
"A202",1981,12,50,0,0,1,1,0,1,0,12,0,6.31716
"A202",1982,13,50,0,0,1,1,0,1,0,12,0,6.42487
"A203",1976,19,46,0,0,0,1,1,0,0,9,0,6.07993
"A203",1977,20,52,0,0,0,1,1,0,0,9,0,6.07993
"A203",1978,21,51,0,0,0,1,1,0,0,9,0,6.13773
"A203",1979,22,50,0,0,0,1,1,0,0,9,0,6.18826
"A203",1980,23,51,0,0,0,1,1,0,0,9,0,6.18826
"A203",1981,24,51,0,0,0,1,1,0,0,9,0,5.96615
"A203",1982,25,52,0,0,0,1,1,0,0,9,0,6.01616
"A204",1976,32,50,1,0,1,0,1,0,1,9,0,6.47697
"A204",1977,33,48,1,0,1,0,1,0,1,9,0,6.53669
"A204",1978,34,45,1,0,1,0,1,0,0,9,0,6.58617
"A204",1979,35,38,1,0,1,0,1,0,1,9,0,6.67203
"A204",1980,36,28,1,0,1,0,1,0,1,9,0,6.80239
"A204",1981,37,44,1,0,1,0,1,0,1,9,0,6.93731
"A204",1982,38,46,1,0,1,0,1,0,1,9,0,7.04752
"A205",1976,25,45,1,0,1,0,1,0,1,12,0,6.54679
